"Plot Title: 21746438"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 21746438, SEN S/N: 21746438)","High Range, μS/cm (LGR S/N: 21746438, SEN S/N: 21746438)","Temp, °C (LGR S/N: 21746438, SEN S/N: 21746438)","Specific Conductance, μS/cm (LGR S/N: 21746438)","Salinity, ppt (LGR S/N: 21746438)"
1,05/23/23 01:00:00 AM,30206.8,34184.8,9.88,47803.5,31.1307
2,05/23/23 01:15:00 AM,30206.8,34184.8,9.86,47827.2,31.1479
3,05/23/23 01:30:00 AM,30119.2,34148.9,9.83,47812.9,31.1375
4,05/23/23 01:45:00 AM,30089.2,34110.5,9.78,47818.8,31.1418
5,05/23/23 02:00:00 AM,30089.2,34087.6,9.75,47822.5,31.1445
6,05/23/23 02:15:00 AM,30176.7,34085.0,9.76,47807.1,31.1333
7,05/23/23 02:30:00 AM,30176.7,34105.4,9.78,47811.7,31.1366
8,05/23/23 02:45:00 AM,30267.0,34172.0,9.83,47845.0,31.1609
9,05/23/23 03:00:00 AM,30236.9,34243.8,9.90,47861.6,31.1730
10,05/23/23 03:15:00 AM,30324.9,34316.0,9.99,47855.1,31.1683
11,05/23/23 03:30:00 AM,30504.4,34484.5,10.15,47898.7,31.2000
12,05/23/23 03:45:00 AM,30593.3,34649.1,10.30,47948.1,31.2360
13,05/23/23 04:00:00 AM,30713.1,34662.2,10.36,47895.4,31.1976
14,05/23/23 04:15:00 AM,30805.3,34654.3,10.40,47837.6,31.1555
15,05/23/23 04:30:00 AM,30836.0,34770.1,10.43,47960.8,31.2453
16,05/23/23 04:45:00 AM,30836.0,34793.9,10.48,47934.5,31.2262
17,05/23/23 05:00:00 AM,30713.1,34778.1,10.46,47936.5,31.2276
18,05/23/23 05:15:00 AM,30805.3,34778.1,10.45,47948.2,31.2361
19,05/23/23 05:30:00 AM,30504.4,34476.7,10.15,47887.9,31.1922
20,05/23/23 05:45:00 AM,30413.2,34372.9,10.04,47874.6,31.1825
21,05/23/23 06:00:00 AM,30413.2,34318.6,10.01,47835.1,31.1537
22,05/23/23 06:15:00 AM,30443.6,34328.9,10.00,47861.1,31.1727
23,05/23/23 06:30:00 AM,30324.9,34254.1,9.91,47864.1,31.1748
24,05/23/23 06:45:00 AM,30206.8,34233.6,9.90,47847.5,31.1627
25,05/23/23 07:00:00 AM,30294.7,34231.0,9.90,47843.9,31.1601
26,05/23/23 07:15:00 AM,30294.7,34233.6,9.89,47859.3,31.1714
27,05/23/23 07:30:00 AM,30294.7,34238.7,9.88,47878.3,31.1851
28,05/23/23 07:45:00 AM,30382.9,34223.3,9.88,47856.9,31.1696
29,05/23/23 08:00:00 AM,30382.9,34243.8,9.88,47885.3,31.1903
30,05/23/23 08:15:00 AM,30355.2,34272.2,9.93,47865.5,31.1758
31,05/23/23 08:30:00 AM,30443.6,34422.1,10.15,47812.7,31.1374
32,05/23/23 08:45:00 AM,30501.8,34528.8,10.22,47877.1,31.1843
33,05/23/23 09:00:00 AM,30501.8,34518.3,10.24,47839.1,31.1566
34,05/23/23 09:15:00 AM,30562.7,34528.8,10.26,47830.0,31.1499
35,05/23/23 09:30:00 AM,30833.5,34767.5,10.52,47851.5,31.1657
36,05/23/23 09:45:00 AM,30802.7,34993.1,10.78,47854.5,31.1678
37,05/23/23 10:00:00 AM,30892.6,34974.4,10.76,47852.4,31.1663
38,05/23/23 10:15:00 AM,30954.4,35033.1,10.84,47838.7,31.1563
39,05/23/23 10:30:00 AM,30923.5,35073.2,10.93,47788.2,31.1195
40,05/23/23 10:45:00 AM,30982.8,35030.4,10.88,47788.4,31.1197
41,05/23/23 11:00:00 AM,30951.8,34982.4,10.87,47735.1,31.0808
42,05/23/23 11:15:00 AM,30800.1,34841.5,10.89,47521.2,30.9250
43,05/23/23 11:30:00 AM,30859.2,34985.0,10.88,47727.0,31.0749
44,05/23/23 11:45:00 AM,30920.9,35033.1,10.97,47687.5,31.0461
45,05/23/23 12:00:00 PM,31011.2,35073.2,11.03,47672.1,31.0349
46,05/23/23 12:15:00 PM,31039.6,35435.3,11.46,47661.6,31.0273
47,05/23/23 12:30:00 PM,31223.8,35544.6,11.58,47669.4,31.0330
48,05/23/23 12:45:00 PM,32266.5,36710.7,13.12,47450.9,30.8739
49,05/23/23 01:00:00 PM,32299.0,36719.4,13.16,47417.5,30.8496
50,05/23/23 01:15:00 PM,30859.2,35156.4,11.18,47610.7,30.9902
51,05/23/23 01:30:00 PM,30738.7,35094.7,11.13,47585.4,30.9718
52,05/23/23 01:45:00 PM,32005.5,36537.7,12.86,47519.0,30.9234
53,05/23/23 02:00:00 PM,32293.6,36641.3,13.13,47350.7,30.8009
54,05/23/23 02:15:00 PM,32293.6,36676.0,13.12,47406.4,30.8415
55,05/23/23 02:30:00 PM,32067.2,36451.7,12.90,47363.1,30.8100
56,05/23/23 02:45:00 PM,31312.5,35737.3,11.96,47490.6,30.9027
57,05/23/23 03:00:00 PM,31221.2,35687.6,11.97,47413.6,30.8467
58,05/23/23 03:15:00 PM,31283.8,35651.8,11.87,47480.0,30.8951
