"Plot Title: 21235774"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 21235774, SEN S/N: 21235774)","High Range, μS/cm (LGR S/N: 21235774, SEN S/N: 21235774)","Temp, °C (LGR S/N: 21235774, SEN S/N: 21235774)","Specific Conductance, μS/cm (LGR S/N: 21235774)","Salinity, ppt (LGR S/N: 21235774)"
1,05/23/23 01:00:00 AM,32274.0,28756.1,9.55,40602.4,25.9496
2,05/23/23 01:15:00 AM,32207.8,28754.2,9.56,40589.6,25.9405
3,05/23/23 01:30:00 AM,32207.8,28737.5,9.55,40576.4,25.9311
4,05/23/23 01:45:00 AM,32144.2,28722.6,9.56,40545.4,25.9090
5,05/23/23 02:00:00 AM,31896.4,28578.4,9.58,40323.3,25.7515
6,05/23/23 02:15:00 AM,31058.4,28001.4,10.21,38901.1,24.7452
7,05/23/23 02:30:00 AM,30825.0,27890.9,10.34,38624.3,24.5500
8,05/23/23 02:45:00 AM,30259.7,27521.5,10.60,37872.8,24.0211
9,05/23/23 03:00:00 AM,29775.9,27210.6,10.80,37264.3,23.5939
10,05/23/23 03:15:00 AM,29250.6,26857.7,10.93,36667.3,23.1757
11,05/23/23 03:30:00 AM,28744.6,26554.3,11.05,36149.5,22.8138
12,05/23/23 03:45:00 AM,28597.4,26471.8,11.08,36011.5,22.7174
13,05/23/23 04:00:00 AM,28695.4,26481.7,11.10,36007.3,22.7145
14,05/23/23 04:15:00 AM,28793.9,26557.6,11.08,36127.5,22.7984
15,05/23/23 04:30:00 AM,28946.7,26672.1,11.03,36326.6,22.9374
16,05/23/23 04:45:00 AM,28546.3,26409.3,11.15,35865.6,22.6157
17,05/23/23 05:00:00 AM,25039.3,24182.9,12.15,32071.8,19.9894
18,05/23/23 05:15:00 AM,24632.5,23854.0,12.41,31440.5,19.5564
19,05/23/23 05:30:00 AM,25415.9,24384.8,12.21,32291.2,20.1402
20,05/23/23 05:45:00 AM,25689.5,24539.9,12.11,32573.8,20.3347
21,05/23/23 06:00:00 AM,24522.9,23759.9,12.51,31242.0,19.4204
22,05/23/23 06:15:00 AM,24451.4,23704.5,12.64,31072.5,19.3044
23,05/23/23 06:30:00 AM,23790.0,23255.9,12.77,30392.9,18.8401
24,05/23/23 06:45:00 AM,23857.7,23298.9,12.84,30397.8,18.8435
25,05/23/23 07:00:00 AM,24558.8,23771.3,12.62,31174.5,19.3742
26,05/23/23 07:15:00 AM,25531.7,24423.1,12.29,32279.3,20.1321
27,05/23/23 07:30:00 AM,26128.8,24799.8,12.15,32885.0,20.5490
28,05/23/23 07:45:00 AM,26130.8,24819.3,12.16,32902.8,20.5612
29,05/23/23 08:00:00 AM,26973.5,25380.3,11.84,33903.1,21.2521
30,05/23/23 08:15:00 AM,26545.5,25136.7,11.85,33571.6,21.0228
31,05/23/23 08:30:00 AM,25888.2,24676.8,12.19,32691.3,20.4156
32,05/23/23 08:45:00 AM,25928.1,24687.3,12.25,32657.9,20.3926
33,05/23/23 09:00:00 AM,25531.7,24429.0,12.38,32217.3,20.0894
34,05/23/23 09:15:00 AM,24849.4,23997.6,12.58,31499.9,19.5970
35,05/23/23 09:30:00 AM,23132.5,22771.7,12.96,29628.5,18.3196
36,05/23/23 09:45:00 AM,21807.9,21602.4,13.22,27940.7,17.1763
37,05/23/23 10:00:00 AM,22331.6,22111.6,13.18,28623.3,17.6377
38,05/23/23 10:15:00 AM,22787.1,22451.5,13.09,29123.5,17.9766
39,05/23/23 10:30:00 AM,24063.8,23411.7,12.79,30580.7,18.9684
40,05/23/23 10:45:00 AM,24167.5,23484.5,12.79,30675.3,19.0329
41,05/23/23 11:00:00 AM,24273.6,23585.7,12.75,30836.3,19.1429
42,05/23/23 11:15:00 AM,24592.8,23777.0,12.64,31167.0,19.3691
43,05/23/23 11:30:00 AM,26086.5,24786.2,12.12,32890.9,20.5530
44,05/23/23 11:45:00 AM,25926.1,24690.3,12.21,32693.4,20.4170
45,05/23/23 12:00:00 PM,25337.8,24309.9,12.46,31999.5,19.9398
46,05/23/23 12:15:00 PM,25804.5,24574.0,12.29,32477.6,20.2684
47,05/23/23 12:30:00 PM,25725.1,24550.3,12.32,32423.1,20.2309
48,05/23/23 12:45:00 PM,25766.8,24602.3,12.32,32491.3,20.2779
49,05/23/23 01:00:00 PM,25608.5,24494.0,12.28,32380.3,20.2015
50,05/23/23 01:15:00 PM,24592.8,23762.8,12.72,31088.9,19.3156
51,05/23/23 01:30:00 PM,24063.8,23407.5,12.83,30546.1,18.9447
52,05/23/23 01:45:00 PM,23757.1,23249.0,12.92,30275.1,18.7599
53,05/23/23 02:00:00 PM,23722.5,23186.8,12.81,30274.0,18.7591
54,05/23/23 02:15:00 PM,22881.8,22539.4,13.24,29132.7,17.9829
55,05/23/23 02:30:00 PM,22696.3,22421.0,13.29,28946.0,17.8563
56,05/23/23 02:45:00 PM,22726.0,22431.6,13.41,28877.3,17.8097
57,05/23/23 03:00:00 PM,22757.4,22454.1,13.33,28961.0,17.8664
58,05/23/23 03:15:00 PM,23589.9,23069.8,13.02,29971.4,18.5529
